account_id,total_amount_usd,avg_amount_usd,std_amount_usd,tx_count,tx_freq,tx_freq_std,asset_diversity,borrow_count,repay_count,first_seen,last_seen,behavior_consistency,borrow_repay_ratio,active_days,cluster,deposit_volume,risk_score,credit_score
0x53598db6020bed0c46945723ea30491a73a9c25a,9.884083938761776,9.884083938761776,0.0,1,0.0,0.0,1,0,1,2019-07-27 05:55:44,2019-07-27 05:55:44,0.0,0.0,1,0,9.884083938761776,0.0,2.1
0x5365f77de439a2f889b79af5654555845afe3731,2.0022894210635354,2.0022894210635354,0.0,1,0.0,0.0,1,0,1,2019-08-05 13:03:03,2019-08-05 13:03:03,0.0,0.0,1,0,2.0022894210635354,0.0,2.1
0x53b794b260dc9b9417ef4b7a015773e1b4a46bd7,19.949875838048445,19.949875838048445,0.0,1,0.0,0.0,1,0,1,2019-07-31 19:03:04,2019-07-31 19:03:04,0.0,0.0,1,0,19.949875838048445,0.0,2.1
0xd2faab4093f16dec322825a448248dabc9b9c263,1437.0054174088532,1437.0054174088532,0.0,1,0.0,0.0,1,0,1,2019-07-14 19:31:21,2019-07-14 19:31:21,0.0,0.0,1,0,1437.0054174088532,0.0,2.1
0x5380b981e493df03b5a0b579b4551a7ace81a524,6.009949231632946,6.009949231632946,0.0,1,0.0,0.0,1,0,1,2019-06-25 10:38:35,2019-06-25 10:38:35,0.0,0.0,1,0,6.009949231632946,0.0,2.1
0x8fd24a784f275a31774508209444045c58a46063,0.0597627426057962,0.0597627426057962,0.0,1,0.0,0.0,1,0,1,2019-08-03 19:49:01,2019-08-03 19:49:01,0.0,0.0,1,0,0.0597627426057962,0.0,2.1
0xd2d61960dd7410aeb11a0a8bd341c290ca87127d,2.1464980718e-06,2.1464980718e-06,0.0,1,0.0,0.0,1,0,1,2019-07-17 21:47:34,2019-07-17 21:47:34,0.0,0.0,1,0,2.1464980718e-06,0.0,2.1
0x53cad1487424a6e386f7791863b61802100fa091,0.0604988435367774,0.0604988435367774,0.0,1,0.0,0.0,1,0,1,2019-07-29 13:44:17,2019-07-29 13:44:17,0.0,0.0,1,0,0.0604988435367774,0.0,2.1
0xd2c1aec7dd946ca4c700c2db2371ca3acc1aed22,19.652499788639233,19.652499788639233,0.0,1,0.0,0.0,1,0,1,2019-07-30 14:03:31,2019-07-30 14:03:31,0.0,0.0,1,0,19.652499788639233,0.0,2.1
0x8fbb61bfc1be1bd07711b164eafc607d4b3bc60c,231.34009513986024,231.34009513986024,0.0,1,0.0,0.0,1,0,1,2019-06-06 09:45:26,2019-06-06 09:45:26,0.0,0.0,1,0,231.34009513986024,0.0,2.1
0x53b058f391b5a5de444b04ef581902b16bd9ee84,24.902952557164546,24.902952557164546,0.0,1,0.0,0.0,1,0,1,2019-06-11 21:37:07,2019-06-11 21:37:07,0.0,0.0,1,0,24.902952557164546,0.0,2.1
